id,lang,title,standard_timestamp,event_timestamp_v1,event_timestamp_v2,event_time_start_v1,event_time_end_v1,event_time_start_v2,event_time_end_v2,time_granularity_v1,time_granularity_v2,pseudo_time,pseudo_range_start,pseudo_range_end,pseudo_granularity,pseudo_source_text,is_evaluable_v1,is_evaluable_v2,is_exact_v1,is_exact_v2,is_relaxed_v1,is_relaxed_v2,is_range_hit_v1,is_range_hit_v2,is_anchor_in_gold_range_v1,is_anchor_in_gold_range_v2,is_interval_gold,exact_compare,relaxed_compare,range_compare
gdelt_6d781a19,en,"36 Hours in Grand Junction , Colo .: Things to Do and See",2026-03-12 17:45:00,2026-03-11 05:45:00,2026-03-11 00:00:00,2026-03-11 00:00:00,2026-03-11 00:00:00,2026-03-11 00:00:00,2026-03-11 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_6d8b7a9c,it,Sara Duterte : Philippine vice - president to run for president in 2028,2026-02-18 12:15:00,2026-02-18 12:15:00,2028-01-01 00:00:00,2026-02-18 00:00:00,2026-02-18 00:00:00,2028-01-01 00:00:00,2028-12-31 00:00:00,,year,2028-01-01 00:00:00,2028-01-01 00:00:00,2028-12-31 00:00:00,year,in 2028,1,1,0,1,0,1,0,1,0,1,1,v2_better,v2_better,v2_better
gdelt_6da93668,es,"Instalación de fábrica de firma china BYD marca nueva fase de industrialización en Brasil , resalta Lula",2025-07-03 09:45:00,2025-07-03 09:45:00,2025-07-03 00:00:00,2025-07-03 00:00:00,2025-07-03 00:00:00,2025-07-03 00:00:00,2025-07-03 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_6dccfd11,uk,ПС ЗСУ про нічну атаку РФ : влучання балістики і 12 дронів,2026-02-02 19:15:00,2026-02-02 19:15:00,2026-02-02 00:00:00,2026-02-02 00:00:00,2026-02-02 00:00:00,2026-02-02 00:00:00,2026-02-02 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_6e232a42,en,"Russia using Belarus territory to bypass Ukraine defences , says Zelenskyy | Russia - Ukraine war News",2025-12-27 13:00:00,2025-12-27 13:00:00,2025-12-27 00:00:00,2025-12-27 00:00:00,2025-12-27 00:00:00,2025-12-27 00:00:00,2025-12-27 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_6f0798f1,pl,Wypadek Flixbusa w Niemczech . Na pokładzie byli też Polacy – DW – 04 . 07 . 2025,2025-07-04 17:45:00,2025-07-04 17:45:00,2025-07-04 00:00:00,2025-07-04 00:00:00,2025-07-04 00:00:00,2025-07-04 00:00:00,2025-07-04 00:00:00,,day,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-12-31 00:00:00,year,2025,1,1,1,1,1,1,1,1,1,1,1,tie,tie,tie
gdelt_6f977ccc,ko,敦煌悬泉置文化展示中心建成揭牌 - 新华网,2025-09-21 13:30:00,2025-09-21 13:30:00,2025-09-21 00:00:00,2025-09-21 00:00:00,2025-09-21 00:00:00,2025-09-21 00:00:00,2025-09-21 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_6ffbc7a4,en,"Driver in Tampines chain collision that killed 2 , including Junior College student , to plead guilty",2025-07-31 12:15:00,2025-07-31 12:15:00,2025-07-31 00:00:00,2025-07-31 00:00:00,2025-07-31 00:00:00,2025-07-31 00:00:00,2025-07-31 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_70206a79,el,Ωφελεί τελικά η κατάργηση εθνικών αργιών ; – DW – 02 / 09 / 2025,2025-09-02 14:45:00,2025-09-02 14:45:00,2025-09-02 00:00:00,2025-09-02 00:00:00,2025-09-02 00:00:00,2025-09-02 00:00:00,2025-09-02 00:00:00,,day,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-12-31 00:00:00,year,02 / 09 / 2025,1,1,1,1,1,1,1,1,1,1,1,tie,tie,tie
gdelt_703c2d5f,unknown,ප්‍රධාන පුවත් - BBC News සිංහල,2025-11-24 23:15:00,2025-11-24 23:15:00,2025-11-24 00:00:00,2025-11-24 00:00:00,2025-11-24 00:00:00,2025-11-24 00:00:00,2025-11-24 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_704242dd,zh-cn,三亚亚沙会集体项目分组抽签结果揭晓 - 新华网,2026-03-19 09:15:00,2026-03-19 09:15:00,2026-03-01 00:00:00,2026-03-19 00:00:00,2026-03-19 00:00:00,2026-03-01 00:00:00,2026-03-01 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_7055a17a,ur,غزہ میں امدادی مقامات کی سکیورٹی پر مامور اسلام مخالف  امریکی بائیکر گینگ  جس کے ارکان خود کو  صلیبی جنگجو  کہتے ہیں,2025-09-14 16:45:00,2025-09-14 16:45:00,2025-09-14 00:00:00,2025-09-14 00:00:00,2025-09-14 00:00:00,2025-09-14 00:00:00,2025-09-14 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_70abf79d,en,"Border clash between Ugandan , South Sudanese troops kills at least four",2025-07-30 22:45:00,2025-07-30 22:45:00,2025-07-30 00:00:00,2025-07-30 00:00:00,2025-07-30 00:00:00,2025-07-30 00:00:00,2025-07-30 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_70e285b5,da,Yen dips as rate hike talk fades ; sterling lifted by united kingdom budget,2025-11-27 08:30:00,2025-11-27 08:30:00,2025-01-01 00:00:00,2025-11-27 00:00:00,2025-11-27 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_70eb9bbc,en,"MDC Brooklyn , the notorious prison housing Maduro and his wife",2026-01-06 10:30:00,2026-01-06 10:30:00,2026-01-06 00:00:00,2026-01-06 00:00:00,2026-01-06 00:00:00,2026-01-06 00:00:00,2026-01-06 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_70efe21d,en,Iranian helicopter confronts US warship approaching territorial waters,2025-07-24 13:00:00,2025-07-24 13:00:00,2025-07-24 00:00:00,2025-07-24 00:00:00,2025-07-24 00:00:00,2025-07-24 00:00:00,2025-07-24 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_70f75667,en,BTS stars Jimin and Jungkook discharged from military service as K - pop group reunion nears,2025-06-11 10:00:00,2025-06-11 10:00:00,2025-06-11 00:00:00,2025-06-11 00:00:00,2025-06-11 00:00:00,2025-06-11 00:00:00,2025-06-11 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_70feee40,pt,O que motiva as crianças a aprenderem ( e o que não funciona ) ,2026-03-23 06:00:00,2026-03-23 06:00:00,2026-03-23 00:00:00,2026-03-23 00:00:00,2026-03-23 00:00:00,2026-03-23 00:00:00,2026-03-23 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_710270e7,ru,США отложат удары по энергетике Ирана на пять дней,2026-03-23 22:45:00,2026-03-23 22:45:00,2026-03-18 00:00:00,2026-03-23 00:00:00,2026-03-23 00:00:00,2026-03-18 00:00:00,2026-03-18 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_711e7d93,en,"Harry Potter book sells for £6 , 000 at Nottingham auction",2026-02-15 20:30:00,2026-02-15 20:30:00,2026-02-15 00:00:00,2026-02-15 00:00:00,2026-02-15 00:00:00,2026-02-15 00:00:00,2026-02-15 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_71702cda,hi,जोहरान ममदानी ने जीता न्यूयॉर्क मेयर का चुनाव – DW – 05 . 11 . 2025,2025-11-05 18:15:00,2025-11-05 18:15:00,2025-11-05 00:00:00,2025-11-05 00:00:00,2025-11-05 00:00:00,2025-11-05 00:00:00,2025-11-05 00:00:00,,day,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-12-31 00:00:00,year,2025,1,1,1,1,1,1,1,1,1,1,1,tie,tie,tie
gdelt_71d71f5c,fr,SpaceX annule un vol test de sa fusée Starship en raison des conditions météorologiques - Xinhua,2025-08-26 14:00:00,2025-08-26 14:00:00,2025-08-23 00:00:00,2025-08-26 00:00:00,2025-08-26 00:00:00,2025-08-23 00:00:00,2025-08-23 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_7209247a,ko,湖南省邵阳市委原常委 、 市人民政府原副市长仇珂静被开除党籍和公职 - 新华网,2025-11-03 15:30:00,2025-11-03 15:30:00,2025-11-03 00:00:00,2025-11-03 00:00:00,2025-11-03 00:00:00,2025-11-03 00:00:00,2025-11-03 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_7209c98a,fr,Trump assure que les Etats - Unis nenverront pas de troupes terrestres en Ukraine - Xinhua,2025-08-20 10:30:00,2025-08-20 10:30:00,2025-08-20 00:00:00,2025-08-20 00:00:00,2025-08-20 00:00:00,2025-08-20 00:00:00,2025-08-20 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_7224adc2,en,"Target  divisive  Reform in 2026 , Keir Starmer tells ministers",2026-01-06 23:45:00,2026-01-06 00:00:00,2026-01-06 00:00:00,2026-01-06 00:00:00,2026-01-06 00:00:00,2026-01-01 00:00:00,2026-12-31 00:00:00,,year,2026-01-01 00:00:00,2026-01-01 00:00:00,2026-12-31 00:00:00,year,in 2026,1,1,1,1,1,1,1,1,1,1,1,tie,tie,tie
gdelt_72462b66,en,Cruck Cottage at Torthorwald hopes to upgrade visitor offering,2026-01-28 10:30:00,2026-01-28 10:30:00,2026-01-28 00:00:00,2026-01-28 00:00:00,2026-01-28 00:00:00,2026-01-28 00:00:00,2026-01-28 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_72f21d38,en,"Migrant sex offender deported from united kingdom , government says",2025-10-29 14:30:00,2025-10-29 14:30:00,2025-10-29 00:00:00,2025-10-29 00:00:00,2025-10-29 00:00:00,2025-10-29 00:00:00,2025-10-29 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_73741016,en,Tropical storm kills at least three in Vietnam,2025-11-30 19:30:00,2025-11-30 19:30:00,2025-11-30 00:00:00,2025-11-30 00:00:00,2025-11-30 00:00:00,2025-11-30 00:00:00,2025-11-30 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_737484d3,sq,Prokuroria speciale : 180 vite burg për Thaҫin dhe të tjerë,2026-02-10 05:00:00,2026-02-10 05:00:00,2026-02-05 00:00:00,2026-02-10 00:00:00,2026-02-10 00:00:00,2026-02-05 00:00:00,2026-02-05 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_7384dcc3,en,Eight killed in explosion near Red Fort in India Delhi,2025-11-11 09:00:00,2025-11-11 09:00:00,2025-11-11 00:00:00,2025-11-11 00:00:00,2025-11-11 00:00:00,2025-11-11 00:00:00,2025-11-11 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_739a64ed,zh-cn,贵阳很凉快 美食超好吃 - 新华网,2025-08-26 15:00:00,2025-08-26 15:00:00,2025-08-26 00:00:00,2025-08-26 00:00:00,2025-08-26 00:00:00,2025-08-26 00:00:00,2025-08-26 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_73b296a6,so,Australia kuongeza msaada Gaza baada ya maandamano Sydney – DW – 04 . 08 . 2025,2025-08-04 13:30:00,2025-08-04 13:30:00,2025-08-04 00:00:00,2025-08-04 00:00:00,2025-08-04 00:00:00,2025-08-04 00:00:00,2025-08-04 00:00:00,,day,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-12-31 00:00:00,year,2025,1,1,1,1,1,1,1,1,1,1,1,tie,tie,tie
gdelt_742c3761,zh-cn,你到底吃了多少隐藏的糖份 ？ - BBC News 中文,2025-11-11 08:45:00,2025-11-11 08:45:00,2025-11-11 00:00:00,2025-11-11 00:00:00,2025-11-11 00:00:00,2025-11-11 00:00:00,2025-11-11 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_744b8763,en,J . J . McCarthy and Vikings offense process to be tested following Falcons loss,2025-09-15 23:15:00,2025-09-15 23:15:00,2025-09-15 00:00:00,2025-09-15 00:00:00,2025-09-15 00:00:00,2025-09-15 00:00:00,2025-09-15 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_744d2066,uk,Негода у ФРН : десятки ДТП і перебої в роботі транспорту,2026-01-26 21:15:00,2026-01-26 21:15:00,2026-01-26 00:00:00,2026-01-26 00:00:00,2026-01-26 00:00:00,2026-01-26 00:00:00,2026-01-26 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_7516df5a,es,"China continuará manteniendo comunicación con EEUU respecto a visita de Trump , afirma portavoz",2026-03-18 21:00:00,2026-03-18 21:00:00,2026-03-01 00:00:00,2026-03-18 00:00:00,2026-03-18 00:00:00,2026-03-01 00:00:00,2026-03-01 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_752370d1,en,Mobuoy : Calls for public inquiry over one of Europe largest illegal dumps,2025-06-09 14:15:00,2025-06-09 14:15:00,2025-06-09 00:00:00,2025-06-09 00:00:00,2025-06-09 00:00:00,2025-06-09 00:00:00,2025-06-09 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_752e0d32,pt,Por que brasileiros não são considerados latinos nos EUA ? ,2026-02-17 04:45:00,2026-02-17 04:45:00,2026-02-17 00:00:00,2026-02-17 00:00:00,2026-02-17 00:00:00,2026-02-17 00:00:00,2026-02-17 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_75862c16,zh-cn,锚定  双循环 ， 构建全球供应链网络 访厦门建发股份有限公司总经理程东方 - 新华网,2025-09-07 22:15:00,2025-09-07 22:15:00,2025-09-07 00:00:00,2025-09-07 00:00:00,2025-09-07 00:00:00,2025-09-07 00:00:00,2025-09-07 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_761ee65b,en,The  aura farming  Indonesian boy who back at this year boat race,2025-08-29 06:45:00,2025-08-29 06:45:00,2025-08-29 00:00:00,2025-08-29 00:00:00,2025-08-29 00:00:00,2025-08-29 00:00:00,2025-08-29 00:00:00,,day,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-12-31 00:00:00,year,this year,1,1,1,1,1,1,1,1,1,1,1,tie,tie,tie
gdelt_766d19ae,cy,Saif al - Islam Gaddafi auawa,2026-02-04 12:15:00,2026-02-04 12:15:00,2026-02-04 00:00:00,2026-02-04 00:00:00,2026-02-04 00:00:00,2026-02-04 00:00:00,2026-02-04 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_76dba56d,en,"Hope , flags , fireworks as Syria starts to celebrate a year without al - Assad",2025-12-07 16:45:00,2024-12-07 16:45:00,2024-12-07 00:00:00,2024-12-07 00:00:00,2024-12-07 00:00:00,2024-12-07 00:00:00,2024-12-07 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_770c9b7f,en,Jessica Tan on Public Sector ( Governance ) ( Amendment ) Bill,2026-01-12 16:15:00,2026-01-12 16:15:00,2026-01-12 00:00:00,2026-01-12 00:00:00,2026-01-12 00:00:00,2026-01-12 00:00:00,2026-01-12 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_77300412,pt,Presidente de Xinhua se reúne con director de Centro Sur | Spanish . xinhuanet . com,2026-02-25 10:15:00,2026-02-25 10:15:00,2026-12-01 00:00:00,2026-02-25 00:00:00,2026-02-25 00:00:00,2026-12-01 00:00:00,2026-12-01 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_7731e24e,en,Yvette Cooper yet to agree deal three days before spending review,2025-06-09 05:30:00,2025-06-06 05:30:00,2025-06-06 00:00:00,2025-06-06 00:00:00,2025-06-06 00:00:00,2025-06-06 00:00:00,2025-06-06 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_77c060c2,en,US envoy Steve Witkoff suggests Gaza ceasefire deal is close,2025-07-09 04:45:00,2025-07-09 04:45:00,2025-07-09 00:00:00,2025-07-09 00:00:00,2025-07-09 00:00:00,2025-07-09 00:00:00,2025-07-09 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_77ca590d,en,"LIVE : Israel ban on 37 aid groups kicks in , Gaza starts 2026 with despair | Israel - Palestine conflict News",2026-01-01 18:30:00,2037-01-01 00:00:00,2026-01-01 00:00:00,2037-01-01 00:00:00,2037-01-01 00:00:00,2026-01-01 00:00:00,2026-12-31 00:00:00,,year,2026-01-01 00:00:00,2026-01-01 00:00:00,2026-12-31 00:00:00,year,2026,1,1,0,1,0,1,0,1,0,1,1,v2_better,v2_better,v2_better
gdelt_77ee76a0,ca,Ex - oficiais de Israel apelam a Trump para acabar com guerra – DW – 04 / 08 / 2025,2025-08-05 01:30:00,2025-08-05 01:30:00,2025-08-04 00:00:00,2025-08-05 00:00:00,2025-08-05 00:00:00,2025-08-04 00:00:00,2025-08-04 00:00:00,,day,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-12-31 00:00:00,year,04 / 08 / 2025,1,1,1,1,1,1,1,1,1,1,1,tie,tie,tie
gdelt_781ba32c,en,Fake it till you make it ? Inside China  pretend to work  trend as youth face surging unemployment,2025-09-09 06:30:00,2025-09-09 06:30:00,2025-09-09 00:00:00,2025-09-09 00:00:00,2025-09-09 00:00:00,2025-09-09 00:00:00,2025-09-09 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_78569572,ru,Атака БПЛА на Саратовскую область : под ударом НПЗ – DW – 03 . 11 . 2025,2025-11-03 17:00:00,2025-11-03 17:00:00,2025-11-03 00:00:00,2025-11-03 00:00:00,2025-11-03 00:00:00,2025-11-03 00:00:00,2025-11-03 00:00:00,,day,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-12-31 00:00:00,year,2025,1,1,1,1,1,1,1,1,1,1,1,tie,tie,tie
gdelt_788efc1a,fr,ONU : le représentant de lIran exhorte le Conseil de sécurité à agir avec fermeté face aux frappes américano - israéliennes - Xinhua,2026-03-03 16:00:00,2026-03-03 16:00:00,2026-03-03 00:00:00,2026-03-03 00:00:00,2026-03-03 00:00:00,2026-03-03 00:00:00,2026-03-03 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_789efda6,fa,چرا جزایر ریوکیو دوباره به نقطه تنش چین و ژاپن تبدیل شده‌ است ؟ ,2025-11-23 16:30:00,2025-11-23 16:30:00,2025-11-23 00:00:00,2025-11-23 00:00:00,2025-11-23 00:00:00,2025-11-23 00:00:00,2025-11-23 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_78c47236,fa,پاکستان ؛ وقتی سرکوب سیاسی به عمران خان محدود نمی‌شود,2026-02-03 16:00:00,2026-02-03 16:00:00,2026-02-03 00:00:00,2026-02-03 00:00:00,2026-02-03 00:00:00,2026-02-03 00:00:00,2026-02-03 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_78eb7d00,en,"LTA investigating technical issues causing inaccurate bus timings on transport apps , bus stop displays",2026-01-21 12:30:00,2026-01-21 12:30:00,2026-01-21 00:00:00,2026-01-21 00:00:00,2026-01-21 00:00:00,2026-01-21 00:00:00,2026-01-21 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_794bc35c,en,Is this the end for Easter Island moai statues ? ,2025-07-03 19:00:00,2025-07-03 19:00:00,2025-07-03 00:00:00,2025-07-03 00:00:00,2025-07-03 00:00:00,2025-07-03 00:00:00,2025-07-03 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_797d57ed,en,Live : Global Sumud Flotilla reports explosions as drones fly overhead | Israel - Palestine conflict News,2025-09-24 10:45:00,2025-09-24 10:45:00,2025-09-24 00:00:00,2025-09-24 00:00:00,2025-09-24 00:00:00,2025-09-24 00:00:00,2025-09-24 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_79882bc2,so,Sida Ukraine u fulisay weerarkii la yaabka lahaa ee loo bixiyay  Xuubka Caarada  ee lagu beegsaday Ruushka ? ,2025-06-03 16:15:00,2025-06-03 16:15:00,2025-05-31 00:00:00,2025-06-03 00:00:00,2025-06-03 00:00:00,2025-05-31 00:00:00,2025-05-31 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_799b437c,en,FedEx sues US for refund on Trump emergency tariffs,2026-02-24 18:15:00,2026-02-24 18:15:00,2026-02-24 00:00:00,2026-02-24 00:00:00,2026-02-24 00:00:00,2026-02-24 00:00:00,2026-02-24 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_7a01650e,en,"EU unveils long - delayed 2040 climate target , with wiggle room",2025-07-03 06:45:00,2025-07-03 06:45:00,2025-07-03 00:00:00,2025-07-03 00:00:00,2025-07-03 00:00:00,2025-07-03 00:00:00,2025-07-03 00:00:00,,day,2040-01-01 00:00:00,2040-01-01 00:00:00,2040-12-31 00:00:00,year,2040,1,1,0,0,0,0,0,0,0,0,1,tie,tie,tie
gdelt_7a33408d,ur,اسرائیل رفح کراسنگ کی مشروط بحالی پر آمادہ,2026-01-26 20:30:00,2026-01-26 20:30:00,2026-01-26 00:00:00,2026-01-26 00:00:00,2026-01-26 00:00:00,2026-01-26 00:00:00,2026-01-26 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_7a68d570,tr,Demirtaş ve Kavala ile ilgili Konsey süreci ne aşamada ? – DW – 05 . 11 . 2025,2025-11-05 18:45:00,2025-11-05 18:45:00,2025-11-05 00:00:00,2025-11-05 00:00:00,2025-11-05 00:00:00,2025-11-05 00:00:00,2025-11-05 00:00:00,,day,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-12-31 00:00:00,year,2025,1,1,1,1,1,1,1,1,1,1,1,tie,tie,tie
gdelt_7a8b9888,zh-cn,伙伴之城 ， 从交往到交融 - 新华网,2025-08-05 14:15:00,2025-08-05 14:15:00,2025-08-05 00:00:00,2025-08-05 00:00:00,2025-08-05 00:00:00,2025-08-05 00:00:00,2025-08-05 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_7aacb732,hr,Uloga mudžahedina iz Albanije u protestima u Iranu,2026-01-21 16:15:00,2026-01-21 16:15:00,2026-01-21 00:00:00,2026-01-21 00:00:00,2026-01-21 00:00:00,2026-01-21 00:00:00,2026-01-21 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_7ab7d1ab,en,North Korea says its latest missile tests demonstrate a new hypersonic system,2025-10-23 13:15:00,2025-10-23 13:15:00,2025-10-23 00:00:00,2025-10-23 00:00:00,2025-10-23 00:00:00,2025-10-23 00:00:00,2025-10-23 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_7b04843c,ru,Сетевая зависимость : Google и Meta выплатят 6 млн долларов,2026-03-26 08:15:00,2026-03-26 08:15:00,2026-03-26 00:00:00,2026-03-26 00:00:00,2026-03-26 00:00:00,2026-03-26 00:00:00,2026-03-26 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_7b4935ba,en,"Notting Hill Carnival : 140 arrested , Met Police says",2025-08-25 15:45:00,2025-08-25 15:45:00,2025-08-25 00:00:00,2025-08-25 00:00:00,2025-08-25 00:00:00,2025-08-25 00:00:00,2025-08-25 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_7b9f7770,hr,Vučićeve  rasklimane  spoljno - političke stolice,2026-03-26 17:30:00,2026-03-26 17:30:00,2026-03-26 00:00:00,2026-03-26 00:00:00,2026-03-26 00:00:00,2026-03-26 00:00:00,2026-03-26 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_7bad41f0,en,Complete list of Nobel Peace Prize winners ( 1901 – 2024 ) ,2025-10-10 11:15:00,1901-10-10 00:00:00,2024-12-31 00:00:00,1901-10-10 00:00:00,1901-10-10 00:00:00,2024-01-01 00:00:00,2024-12-31 00:00:00,,year,1901-01-01 00:00:00,1901-01-01 00:00:00,1901-12-31 00:00:00,year,1901,1,1,1,0,1,0,1,0,1,0,1,v1_better,v1_better,v1_better
gdelt_7be305a2,en,Charlotte Church says she  would be dead  without dad help,2026-01-07 02:45:00,2026-01-07 02:45:00,2026-01-07 00:00:00,2026-01-07 00:00:00,2026-01-07 00:00:00,2026-01-07 00:00:00,2026-01-07 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_7be4f348,de,"Kosovo ohne Regierung , ohne Parlament und ohne Haushalt – DW – 24 . 11 . 2025",2025-11-25 00:00:00,2025-11-25 00:00:00,2025-11-24 00:00:00,2025-11-25 00:00:00,2025-11-25 00:00:00,2025-11-24 00:00:00,2025-11-24 00:00:00,,day,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-12-31 00:00:00,year,2025,1,1,1,1,1,1,1,1,1,1,1,tie,tie,tie
gdelt_7c5912f6,zh-cn,看雪何必去北方 ， 直达凉都赏  雪乡 - 新华网,2026-01-06 10:30:00,2026-01-06 10:30:00,2026-01-06 00:00:00,2026-01-06 00:00:00,2026-01-06 00:00:00,2026-01-06 00:00:00,2026-01-06 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_7c717133,zh-cn,浙江清洁能源装机突破1亿千瓦大关 - 新华网,2026-02-02 10:45:00,2026-02-02 10:45:00,2026-02-02 00:00:00,2026-02-02 00:00:00,2026-02-02 00:00:00,2026-02-02 00:00:00,2026-02-02 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_7cd937cb,en,LIVE : Syria army shells SDF positions in Aleppo neighbourhoods | Armed Groups News,2026-01-08 21:00:00,2026-01-08 21:00:00,2026-01-08 00:00:00,2026-01-08 00:00:00,2026-01-08 00:00:00,2026-01-08 00:00:00,2026-01-08 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_7d0abee8,zh-cn,远古发现丨科学家发现早侏罗世重要恐龙足迹组合 - 新华网,2025-11-24 20:45:00,2025-11-24 20:45:00,2025-11-24 00:00:00,2025-11-24 00:00:00,2025-11-24 00:00:00,2025-11-24 00:00:00,2025-11-24 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_7d214e2e,fr,Les Philippines déclarent l  état durgence national en raison du typhon Kalmaegi - Xinhua,2025-11-06 17:15:00,2025-11-06 17:15:00,2025-11-06 00:00:00,2025-11-06 00:00:00,2025-11-06 00:00:00,2025-11-06 00:00:00,2025-11-06 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
